rebalance_date,strategy_name,family_tag,score_col,rank_ic_csi800,rank_ic_alla
2025-05-06,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,-0.07361854415288935,-0.07361854415288935
2025-06-03,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,-0.05462261670380889,-0.05462261670380889
2025-07-01,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,-0.01060110755054251,-0.01060110755054251
2025-08-01,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,0.11678914779538468,0.11678914779538468
2025-09-01,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,0.04051904420559595,0.04051904420559595
2025-10-09,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,0.003726463093602983,0.003726463093602983
2025-11-03,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,0.05744890067106486,0.05744890067106486
2025-12-01,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,0.1334146978409985,0.1334146978409985
2026-01-05,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,0.043842743248228726,0.043842743248228726
2026-02-02,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,0.06343408921627972,0.06343408921627972
2026-03-02,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,0.07860071833804382,0.07860071833804382
2026-04-01,recall_rerank_lgb_alpha_vs_alla,recall_rerank,recall_rerank_alla_score,0.11250894144449135,0.11250894144449135
2025-01-02,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,-0.001132549264065905,-0.001132549264065905
2025-02-05,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,0.05850941658263749,0.05850941658263749
