alpha_vs_alla,alpha_vs_csi800,benchmark_alla_1m,benchmark_csi800_1m,board_chinext,board_main,board_star,portfolio_profile,raw_return_1m,rebalance_date,score_col,strategy_name,target_count,targets,cum_ret,cum_csi800,cum_excess_csi800
0.014871113002300262,0.016574734821915627,-0.01975426822900772,-0.021457891911268234,8.0,6.0,6.0,top20,-0.004883158020675182,2025-04-01,manual_rule_score,manual_v3,20,"300866.XSHE,000034.XSHE,300002.XSHE,000887.XSHE,300223.XSHE,688111.XSHG,000032.XSHE,601689.XSHG,002085.XSHE,300750.XSHE,002850.XSHE,301358.XSHE,300339.XSHE,688778.XSHG,300017.XSHE,688012.XSHG,300073.XSHE,688041.XSHG,688234.XSHG,688052.XSHG",0.07804533816546422,0.004235658495113093,0.07340392370610904
0.017080042511224747,0.01829107664525509,0.002642516978085041,0.001431483426131308,9.0,10.0,1.0,top20,0.019722556695342064,2025-05-06,manual_rule_score,manual_v3,20,"300866.XSHE,300002.XSHE,002475.XSHE,603129.XSHG,300251.XSHE,603259.XSHG,300433.XSHE,603228.XSHG,300476.XSHE,688099.XSHG,601600.XSHG,002648.XSHE,300308.XSHE,002273.XSHE,300274.XSHE,000807.XSHE,002353.XSHE,300502.XSHE,002241.XSHE,300724.XSHE",0.09930714846758182,0.0056732051961789765,0.09303763714593494
0.024096842855215073,0.031326089054346085,0.030223330482840538,0.022994088008999825,6.0,12.0,2.0,top20,0.05432016775012016,2025-06-03,manual_rule_score,manual_v3,20,"300251.XSHE,002850.XSHE,002517.XSHE,002244.XSHE,603596.XSHG,688220.XSHG,603893.XSHG,000032.XSHE,688120.XSHG,301165.XSHE,300442.XSHE,002594.XSHE,300033.XSHE,000034.XSHE,300604.XSHE,002261.XSHE,600498.XSHG,300001.XSHE,002065.XSHE,600580.XSHG",0.15902169718124703,0.028797743384752827,0.12727823150692053
-0.005364584270864725,0.0028938804753124714,0.04324720799922943,0.03498874604701996,2.0,13.0,4.0,top20,0.037882618606090546,2025-07-01,manual_rule_score,manual_v3,20,"689009.XSHG,688608.XSHG,002594.XSHE,600988.XSHG,002773.XSHE,002920.XSHE,688578.XSHG,601127.XSHG,301301.XSHE,603596.XSHG,601689.XSHG,000963.XSHE,688582.XSHG,688278.XSHG,601665.XSHG,601799.XSHG,600699.XSHG,000539.XSHE,000415.XSHE,300750.XSHE",0.20292847409174808,0.06479408636178907,0.13054043997132325
0.04327751696109772,0.03517311438918114,0.10960137099027634,0.11770577728748322,4.0,12.0,3.0,top20,0.15287889540195465,2025-08-01,manual_rule_score,manual_v3,20,"300857.XSHE,002517.XSHE,603129.XSHG,601127.XSHG,000997.XSHE,002074.XSHE,002594.XSHE,689009.XSHG,601665.XSHG,000807.XSHE,601899.XSHG,600988.XSHG,688002.XSHG,300014.XSHE,300251.XSHE,600926.XSHG,688582.XSHG,688213.XSHG,301498.XSHE,002155.XSHE",0.38683085045845345,0.1901265019481191,0.17030506818802982
-0.060450971126556396,-0.07140228152275085,0.04729943722486496,0.05825074762105942,3.0,14.0,3.0,top20,-0.01315153855830431,2025-09-01,manual_rule_score,manual_v3,20,"300251.XSHE,002683.XSHE,002773.XSHE,688520.XSHG,601669.XSHG,000997.XSHE,688278.XSHG,603228.XSHG,002821.XSHE,600919.XSHG,601665.XSHG,688425.XSHG,600875.XSHG,002444.XSHE,000415.XSHE,600862.XSHG,600926.XSHG,301301.XSHE,601009.XSHG,300347.XSHE",0.36859189105480317,0.2594522604502332,0.08674261624176594
0.0010929659474641085,0.003356653032824397,0.005640706047415733,0.0033770189620554447,5.0,10.0,3.0,top20,0.0067336722277104855,2025-10-09,manual_rule_score,manual_v3,20,"300724.XSHE,300394.XSHE,688256.XSHG,600415.XSHG,601958.XSHG,689009.XSHG,302132.XSHE,600737.XSHG,300395.XSHE,300573.XSHE,600549.XSHG,002773.XSHE,600521.XSHG,601696.XSHG,688676.XSHG,600392.XSHG,600111.XSHG,002851.XSHE,688578.XSHG,300033.XSHE",0.3778075402626686,0.26370545461557726,0.09039043414047332
-0.002338072285056114,0.0014081738190725446,-0.0069921910762786865,-0.010738438926637173,7.0,12.0,0.0,top20,-0.0093302633613348,2025-11-03,manual_rule_score,manual_v3,20,"300502.XSHE,002475.XSHE,002517.XSHE,300394.XSHE,603259.XSHG,300604.XSHE,002472.XSHE,002130.XSHE,002920.XSHE,000988.XSHE,689009.XSHG,001389.XSHE,603979.XSHG,603786.XSHG,300002.XSHE,000887.XSHE,300724.XSHE,301165.XSHE,002558.XSHE,300803.XSHE",0.36495223305078506,0.2501352307699296,0.09192589340239699
0.04379913583397865,0.044172681868076324,0.04966263100504875,0.04928908124566078,7.0,10.0,3.0,top20,0.0934617668390274,2025-12-01,manual_rule_score,manual_v3,20,"300857.XSHE,300724.XSHE,600021.XSHG,002050.XSHE,601138.XSHG,002850.XSHE,300014.XSHE,002475.XSHE,300803.XSHE,002056.XSHE,002074.XSHE,300207.XSHE,300476.XSHE,300450.XSHE,603179.XSHG,688008.XSHG,603259.XSHG,688082.XSHG,688183.XSHG,600487.XSHG",0.4925230804025873,0.31175324772741164,0.14015918851517606
-0.05010940879583359,-0.036968231201171875,-0.0070796143263578415,-0.020220790058374405,5.0,9.0,5.0,top20,-0.05718902498483658,2026-01-05,manual_rule_score,manual_v3,20,"300274.XSHE,002475.XSHE,000426.XSHE,301358.XSHE,002402.XSHE,300207.XSHE,300014.XSHE,603019.XSHG,300750.XSHE,689009.XSHG,688018.XSHG,688099.XSHG,688472.XSHG,000063.XSHE,688220.XSHG,688336.XSHG,603444.XSHG,002241.XSHE,600021.XSHG,603049.XSHG",0.40716714066699855,0.28522856069672486,0.09800952002800645
-0.010839514434337616,-0.008813302032649517,0.025503728538751602,0.02347750961780548,5.0,12.0,3.0,top20,0.014664212241768837,2026-02-02,manual_rule_score,manual_v3,20,"300274.XSHE,300476.XSHE,002475.XSHE,300502.XSHE,688256.XSHG,002050.XSHE,002472.XSHE,601138.XSHG,603129.XSHG,300803.XSHE,603228.XSHG,300100.XSHE,002463.XSHE,688629.XSHG,000887.XSHE,688183.XSHG,603486.XSHG,002850.XSHE,601689.XSHG,002600.XSHE",0.42780213827738245,0.31540252659156054,0.0883324304932751
0.03318161144852638,0.03260605409741402,-0.03902819752693176,-0.038452643901109695,4.0,12.0,4.0,top20,-0.005846587475389242,2026-03-02,manual_rule_score,manual_v3,20,"300308.XSHE,300274.XSHE,300502.XSHE,688082.XSHG,688256.XSHG,002517.XSHE,002558.XSHE,000975.XSHE,601138.XSHG,301308.XSHE,000408.XSHE,002130.XSHE,688234.XSHG,002050.XSHE,000807.XSHE,002475.XSHE,603179.XSHG,603129.XSHG,000893.XSHE,688183.XSHG",0.419454368178396,0.2648218216499152,0.12381865659790892
0.08632176369428635,0.08931117504835129,0.10326187312602997,0.10027245432138443,3.0,16.0,1.0,top20,0.18958362936973572,2026-04-01,manual_rule_score,manual_v3,20,"000426.XSHE,603979.XSHG,601958.XSHG,601168.XSHG,603993.XSHG,300857.XSHE,002155.XSHE,688676.XSHG,600549.XSHG,601899.XSHG,300570.XSHE,603799.XSHG,601600.XSHG,600489.XSHG,002353.XSHE,000060.XSHE,601212.XSHG,300476.XSHE,603699.XSHG,601231.XSHG",0.6885596790223814,0.3916486099859966,0.22418822135992778
0.045371536165475845,0.05842677876353264,0.025663701817393303,0.012608456425368786,6.0,2.0,2.0,industry_top10,0.071035236120224,2025-01-02,manual_rule_score,manual_v3,10,"300394.XSHE,000426.XSHE,300033.XSHE,688249.XSHG,688120.XSHG,002423.XSHE,300339.XSHE,301358.XSHE,300002.XSHE,300274.XSHE",0.071035236120224,0.012608456425368786,0.05842677876353264
-0.003334867302328348,0.007999839261174202,0.026354635134339333,0.01501992903649807,5.0,4.0,1.0,industry_top10,0.02301977016031742,2025-02-05,manual_rule_score,manual_v3,10,"300059.XSHE,300308.XSHE,688041.XSHG,002085.XSHE,300803.XSHE,002625.XSHE,300033.XSHE,600839.XSHG,301165.XSHE,603341.XSHG",0.09569022108931291,0.02781776358263577,0.06689402286336321
0.047100313007831573,0.04085226729512215,-0.0077665927819907665,-0.0015185512602329254,5.0,5.0,0.0,industry_top10,0.03933371603488922,2025-03-03,manual_rule_score,manual_v3,10,"300394.XSHE,300308.XSHE,300476.XSHE,601127.XSHG,002353.XSHE,002423.XSHE,300059.XSHE,000921.XSHE,603338.XSHG,300604.XSHE",0.13878778910784484,0.026256969622457493,0.11047906266094554
-0.0072121270932257175,-0.005508502945303917,-0.01975426822900772,-0.021457891911268234,4.0,5.0,1.0,industry_top10,-0.026966392993927002,2025-04-01,manual_rule_score,manual_v3,10,"300866.XSHE,000034.XSHE,300002.XSHE,000887.XSHE,300223.XSHE,688111.XSHG,000032.XSHE,601689.XSHG,300750.XSHE,002850.XSHE",0.10807879005007748,0.004235658495113093,0.10436198547357933
0.012450644746422768,0.013661677949130535,0.002642516978085041,0.001431483426131308,5.0,5.0,0.0,industry_top10,0.01509315799921751,2025-05-06,manual_rule_score,manual_v3,10,"300866.XSHE,300002.XSHE,002475.XSHE,603129.XSHG,300251.XSHE,603259.XSHG,601600.XSHG,002648.XSHE,300308.XSHE,300274.XSHE",0.12480319830388509,0.0056732051961789765,0.11944942325838181
